Name,Property,Amplitude Dashboard,Amplitude Dashboard (1),Analysis Date,Bayes Outcome Report,Config Code,Don't Reshuffle 5%,Early Stopping Criteria,Exp Off: date/build,Experiment Type,Final Step,Hypothesis,Hypothesis Correct?,NHST Outcome Report,Overlappers,Owner,Platform,Power Analysis,Related to New Users Work (Property),Related to Onboarders Work (Experiment Card),Related to Trial2020 (Property),Run Dates,Screenshots,Stage,Stakeholders,Test Dates,Treatment Description,Version Number,uuid
iOS Landing Page,Yes,https://analytics.amplitude.com/loseit/dashboard/cacd6ez,NA,NA,NA,"iOSOnbLand(7039.k8t1xxyw)-iOSLand
iOSOnbLand(7039.k8t1xxyw)-_default",No,NA,12.3.200— put to 100%,Onboarding,We intend to keep the landing page on for iOS. The big increase in users signing is represents a big improvement in user experience.,This will have a positive effect on retention and bookings.,No,"Experiment%201f19a/ios_landing_page_bayes.pdf, Experiment%201f19a/iOS_Landing_Page.pdf",NA,Sarah Molhan,iOS,NA,NA,https://www.notion.so/iOS-Landing-Page-Experiment-79d533f110e34e37b4ae1bd33f5b4075,NA,"April 13, 2020 → April 21, 2020",Experiment%201f19a/iOS_Landing.png,Complete-2020,"Nick Sal, Alex Wilson, Mike King","April 2, 2020 → April 15, 2020","Treatment: gets dropped on our new landing page when they first open the app

Control: gets dropped on our traditional Details form when they first open the app.",12.2.400 — baked in,a80153a5-458a-45d4-846f-5d86346fd51a
Android Landing Page,Yes,https://analytics.amplitude.com/loseit/dashboard/y3mp58x,NA,NA,NA,"AndOnbLand(7036.k8oi292w)-andland
AndOnbLand(7036.k8oi292w)-_default",No,NA,12.3.100 — Landing page off; comp onboarding on,Onboarding,We are going to turn this off and turn Android Competitor Onboarding back on.,This will have a positive effect on retention and bookings,No,"Experiment%201f19a/Android_Landing_Page.pdf, Experiment%201f19a/android_landing_page_bayes.pdf",NA,Sarah Molhan,Android,NA,NA,https://www.notion.so/Android-Landing-Page-Experiment-8e3c6f573c154b3b8ad0c4d667117078,NA,"April 9, 2020 → April 26, 2020","Experiment%201f19a/Screenshot_1585329626.png, Experiment%201f19a/And_Landing_Control.png",Complete-2020,"Nick Sal, Mike King, Alex Wilson","April 2, 2020 → April 8, 2020","Treatment: gets dropped on our new landing page when they first open the app

Control: gets dropped on our traditional Details form when they first open the app.",12.2.400 — baked in,4e6b9a40-2893-4d38-8c4c-5fb6ce95f469
iOS: Guest Mode / Skip Account Creation,Yes,https://analytics.amplitude.com/loseit/dashboard/mjtju5m,NA,NA,NA,"iOSSkipAcc(7031.k8het24g)-skipAccount
iOSSkipAcc(7031.k8het24g)-_default

50% min amp id of 148419192026",No,NA,5/5/2020 off,Onboarding,"What is the immediate action being taken when you move the card to ""Complete""?","I (Sarah) expect this to increase onboarding throughput at a low rate. I expect that these ""guest"" users will convert and be retained at a lower rate than users who are willing to create an account.",Yes,"Experiment%201f19a/iOS_Guest_Mode.pdf, Experiment%201f19a/ios_guest_mode_bayes.pdf",NA,Sarah Molhan,iOS,NA,NA,https://www.notion.so/iOS-Guest-Mode-Experiment-a03f02ff303644ef9e0fd975c905d7f5,NA,"April 1, 2020 → April 21, 2020",Experiment%201f19a/skip.png,Complete-2020,"Paul Heayn, Dan Sheline, Brian Bouchard, Pete Wierzsomething, Paul Apollo, Whitney Klinkner, Taylor Smyrnos","March 25, 2020 → March 31, 2020","During the account creation step of onboarding, the user will see a skip button. Tapping on this will allow the user to bypass account creation. Once in the app, the user will be able to do everything a registered user could (including purchase a subscription)",12.2.200,9974946c-e492-4ba2-845e-c2bc686762d4
Android: Free vs Premium Trial Page,Yes,https://analytics.amplitude.com/loseit/dashboard/qw5xi5r,NA,NA,NA,"50% Take 2
AndTrialComp(7033.k8kgd6js)-and-trialv2
AndTrialComp(7033.k8kgd6js)-_default


50% Take 1

AndTrialComp(7008.k7koyh2g)-locks_and_checks
AndTrialComp(7008.k7koyh2g)-_default",No,NA,5/5/2020 off,"Onboarding, Trial",Revert back to the control trial page on Android for now.,"This will keep us even on bookings and increase onboarding throughput and new user engagement. It may decrease trial take rate, but we should make up that grounds, bookings wise, by having more new users who are more engaged.",No,"Experiment%201f19a/android_free_vs_premium_trial_page_new_users_only_bayes.pdf, Experiment%201f19a/Android_Free_Vs_Premium_Trial_Page.pdf, Experiment%201f19a/android_free_vs_premium_trial_page_bayes.pdf",NA,Sarah Molhan,Android,NA,NA,https://www.notion.so/Android-Trial-Experiment-f54f963825a34645922411ffc54727c9,NA,"April 1, 2020 → April 26, 2020",Experiment%201f19a/Screen_Shot_2020-02-26_at_10.49.00_AM.png,Complete-2020,"Frank Egan, Emma MacDonald, Erin Webster-Shaller, Seung Kim, Mike King","March 5, 2020 → March 8, 2020",Users in the treatment will see a differently designed trial page during onboarding,Expected 12.1.800,d762960c-d77a-46f2-84e5-f74e4c57f5a3
Android: My Day,No,https://analytics.amplitude.com/loseit/dashboard/1hu84bm,NA,NA,NA,NA,No,NA,NA,UI Changes,NA,"We expect that engagement, conversion and RPP will remain the same between treatment and control.",NA,"Experiment%201f19a/and_myday_2020_04_21.pdf, Experiment%201f19a/and_myday_NEWONLY_2020_04_21.pdf, Experiment%201f19a/android_my_day.pdf",NA,Emma MacDonald,Android,NA,NA,NA,NA,"March 27, 2020 → April 16, 2020",NA,Complete-2020,"Dave Gedarovich, Robert Mohr","January 31, 2020 → March 18, 2020",The treatment will get the new. card-style My Day screen.,12.1.200 (for 5%) 12.1.400 (for 50%),4d7423c0-7998-4d63-8426-5a8260a23ef5
Longboarding Questions Only on iOS,Yes,https://analytics.amplitude.com/loseit/dashboard/xi7837j,NA,NA,NA,"Even userids: treatment
Odd userids: control",No,NA,12.2.700 — 100% on longboarding,Onboarding,Longboarding questions are on for all new users on iOS as of 12.2.700,By adding in Longboarding questions but using the existing trial page we will realize the engagement gains we've seen in past iOS Longboarding tests without any of the conversion hits we've seen.,No,"Experiment%201f19a/longb_ios_bayes_early_look.pdf, Experiment%201f19a/Longboarding_Questions_Only_iOS_(New_Users)_Engagment_4-16.pdf, Experiment%201f19a/Longboarding_Questions_(New_Users).pdf, Experiment%201f19a/ios_longboarding_questions_bayes.pdf",NA,Sarah Molhan,iOS,NA,NA,https://www.notion.so/iOS-Longboarding-Experiment-dfc8d6c1eb5343a5a6e2d0ebfc0508ca,NA,"March 26, 2020 → April 19, 2020","Experiment%201f19a/IMG_0221.png, Experiment%201f19a/IMG_0222.png, Experiment%201f19a/IMG_0223.png",Complete-2020,"Alex Wilson, Mia Forte, Seung Kim, Mike King",NA,"Treatment: After the account creation page and before trial page, the 6 Longboarding Questions will be asked and the longboarding traits page will be shown. 

Control: Will go directly from account creation to trial page.",12.2.300 — baked in,56f8df4e-6b41-46c5-ae30-844c236c4468
iOS: No Ads for 50%,No,make a copy of this: https://analytics.amplitude.com/loseit/dashboard/kxvjyql,NA,NA,NA,"""iOSShowAdsV2"":{""experiments"":[{""name"":""noads"",""weight"":10,""value"":false}],""value"":true,""revision"":""6970.k62j5p94""}",No,NA,NA,Advertisements,"What is the immediate action being taken when you move the card to ""Complete""?",The treatment will have worse conversion and better engagement.,NA,"Experiment%201f19a/ios_no_ads_all_users_including_trials_bayes.pdf, Experiment%201f19a/ios_no_ads_new_users_Including_trials_bayes.pdf, Experiment%201f19a/ios_noads_ALL_NOTRIALS.pdf, Experiment%201f19a/ios_noads_NEW_TRIALS.pdf, Experiment%201f19a/ios_noads_ALL_TRIALS.pdf, Experiment%201f19a/ios_noads_NEW_NOTRIALS.pdf",NA,Paul Heayn,iOS,NA,NA,NA,NA,"March 26, 2020 → May 22, 2020",NA,Complete-2020,"Austin Wright, Paul Heayn, Patrick Rills, Olivia Xu, Whitney Klinkner",NA,"The treatment group will have no 3rd party ads in the product. We plan to run this experiment for 6 months.

We’d like to see the impact of a product without ads, but don’t want to take the revenue hits. By testing on 10% of users, we mitigate that revenue risk; but 10% also needs a longer run-time since it’s a smaller subset of users.",12.1.300,f29c6566-d965-495d-aa11-7f47b4ac4f1b
iOS Post-Onboarding Tutorial Take 2,Yes,https://analytics.amplitude.com/loseit/dashboard/2sqjdg5,NA,NA,NA,"iOSTutorial(7023.k86co0xc)-iOSTut
iOSTutorial(7023.k86co0xc)-_default

Min userid of 36618728",No,NA,5/5/2020 — 100% get tutorial,Onboarding,The tutorial will be turned on for everyone.,"We will see an improvement in first food logging, but a hit in retention. We will see no impact on bookings. 

This is based off the longer-term analysis of the first iOS test, and the outcomes from the Android tutorial test",No,"Experiment%201f19a/iOS_Post_Onboarding_Tutorial_(New_Users).pdf, Experiment%201f19a/ios_post_onboarding_bayes.pdf",NA,Sarah Molhan,iOS,NA,NA,https://www.notion.so/Redo-iOS-Tutorial-Experiment-579314eb578247b4834e1c8d46c60a12,NA,"March 24, 2020 → April 28, 2020","Experiment%201f19a/IMG_0212.png, Experiment%201f19a/Screen_Shot_2020-03-16_at_3.23.38_PM.png",Complete-2020,"Alex Wilson, Diandra Zaki, Mike King",NA,"Treatment: See new gray tutorial screens showing user where to tap to log food

Control: See old orange first search experience",12.2.200 (but not tied to a release),a9508160-f0d0-4505-b16f-4536232d6343
Android: Skip Account Creation,Yes,https://analytics.amplitude.com/loseit/dashboard/n0orzxp,NA,NA,NA,"50%
AndSkipAcc(7022.k84vz548)-skip-account
AndSkipAcc(7022.k84vz548)-_default

Min amp id for 50% is 146365984670",No,NA,4/23/2020 off,Onboarding,"This experiment had a mistake in configuration and cannot be fully analyzed. That said, it does appear that users who are in guest mode on android are having worse retention and conversion than users not in guest mode, so there's no reason to keep adding to that pool. We're turning off Android guest mode for now, and may re-test it in the future","I (Sarah) expect this to increase onboarding throughput. I expect that these ""guest"" users will convert and be retained at a lower rate than users who are willing to create an account.",NA,NA,NA,Sarah Molhan,Android,NA,NA,https://www.notion.so/Android-Guest-Mode-Experiment-89d6b17be9e34b3e9281a9cb1f9f715f,NA,"March 23, 2020 → April 19, 2020",Experiment%201f19a/And_Skip.png,Complete-2020,"Paul Heayn, Dan Sheline, Brian Bouchard, Pete Wierzsomething, Paul Apollo, Whitney Klinkner, Taylor Smyrnos","March 19, 2020 → March 22, 2020","During the account creation step of onboarding, the user will see a skip button. Tapping on this will allow the user to bypass account creation. Once in the app, the user will be able to do everything a registered user could (including purchase a subscription)",12.2.200,a01c56f5-f7c3-413e-9390-c20942eb58c1
Android: Reactivation Onboarding,No,https://analytics.amplitude.com/loseit/dashboard/r8lptn4,NA,NA,NA,AndReactivationOnb(7022.k84n7t9k)-reactivate,No,NA,Turned off 5/15/2020,Reactivation,"What is the immediate action being taken when you move the card to ""Complete""?",We expect that those in the treatment group will have improved engagement after experiencing the treatment because they've been welcomed back and their goals will be up-to-date,NA,"Experiment%201f19a/and_reaconb_2020_04_27.pdf, Experiment%201f19a/android_reactivation_onboarding.pdf",NA,Emma MacDonald,Android,NA,NA,NA,NA,"March 23, 2020 → April 26, 2020",NA,Complete-2020,"Frank Egan, Whitney Klinkner, Robert Mohr","March 17, 2020 → March 22, 2020",Treatment will receive a reactivation onboarding experience if they have been inactive for at least 30 days (screenshots will be below) that asks them if they'd like to start fresh and clear their old weigh-ins or just update their goals and get back to logging.,12.1.801,ac2ac384-cfe3-477d-92b4-c3e14e4c21aa
iOS: My Day,No,https://analytics.amplitude.com/loseit/dashboard/ct1x91e,NA,NA,NA,"""experiments"" value from https://loseit.com/m/configuration?format=complex",No,NA,NA,UI Changes,"What is the immediate action being taken when you move the card to ""Complete""?","We expect that engagement, conversion and RPP will remain the same between treatment and control.",NA,"Experiment%201f19a/ios_myday2_2020_04_14.pdf, Experiment%201f19a/ios_myday2NEWONLY_2020_04_14.pdf, Experiment%201f19a/ios_my_day_take2_new_users_only.pdf, Experiment%201f19a/ios_my_day_take_2.pdf",NA,Emma MacDonald,iOS,NA,NA,NA,NA,"March 19, 2020 → April 1, 2020","Experiment%201f19a/IMG_0018_2.png, Experiment%201f19a/IMG_0019_2.png",Complete-2020,"Steve Massaroni, Olivia Xu","February 7, 2020 → March 18, 2020",The treatment will get the new. card-style My Day screen.,12.1.200,9fb74614-71c2-4949-a037-989f511de987
iOS Competitor Onboarding,Yes,https://analytics.amplitude.com/loseit/dashboard/myleuhy,NA,NA,NA,"iOSCompetitorOnb2(7015.k7uiurj4)-compOnBBef2
iOSCompetitorOnb2(7015.k7uiurj4)-_default",No,NA,Off with 12.2.400,Onboarding,"This experiment in it's current form will remain off. It interacts with the Landing Page, and I (Sarah) believe it can be combined with Longboarding for a really nice experience. The Onboarders are taking these learnings, along with learnings from the Landing Page & Longboarding v5 experiments, to craft plans for the future of onboarding. We feel good about asking users about their weight loss history in Onboarding.",I (Sarah) expect this to hurt onboarding throughput and bookings numbers.,No,"https://www.notion.so/e1ab0824b1004f97a3f0c341b9a692b7, Experiment%201f19a/iOS_Competitor_Onboarding_(New_Users).pdf, Experiment%201f19a/iOS_Competitor_Onboarding_(All_Users).pdf, Experiment%201f19a/ios_competitor_onboarding.pdf, Experiment%201f19a/ios_competitor_onboarding_new_uses_only.pdf",NA,Sarah Molhan,iOS,NA,NA,https://www.notion.so/iOS-Comp-Onboarding-Experiment-5824e3014461490e9b476b2fbf05efc8,NA,"March 18, 2020 → April 1, 2020",Experiment%201f19a/Screen_Shot_2020-02-18_at_5.33.10_PM.png,Complete-2020,"Paul Heayn, Marissa Allen, Brian Bouchard, Nick Sal, Mike King","February 26, 2020 → March 15, 2020","Those in the treatment will see 4 additional screens at the beginning of onboarding.  These screens look to collect information about the user's past calorie-tracking, and give them information about why Lose It! is good. After these 4 new screens, users will be funneled into our traditional onboarding screens. 

Since this experiment happens at the very beginning of onboarding, we must ship it with the builds. It cannot be configured remotely. We plan to max out this experiment at 10%; we think it's risky.",12.1.800,485f1870-dfca-4f3c-9779-878b14a0867d
Android Competitor Onboarding,No,https://analytics.amplitude.com/loseit/dashboard/7okeoe4,NA,NA,NA,"50%

AndCustomOnb(7015.k7uzhvfk)-customOnb
AndCustomOnb(7015.k7uzhvfk)-_default",No,NA,Off with 12.2.400. On for 100% with 12.3.100,Onboarding,"This experiment in it's current form will remain off. It interacts with the Landing Page, and I (Sarah) believe it can be combined with Longboarding for a really nice experience. The Onboarders are taking these learnings, along with learnings from the Landing Page & Longboarding v5 experiments, to craft plans for the future of onboarding. We feel good about asking users about their weight loss history in Onboarding.",I (Sarah) expect this to hurt onboarding throughput and bookings numbers.,No,"https://www.notion.so/e1ab0824b1004f97a3f0c341b9a692b7, Experiment%201f19a/Android_Competitor_Onboarding_(All_Users).pdf, Experiment%201f19a/Android_Competitor_Onboarding_(New_Users).pdf, Experiment%201f19a/android_competitor_onboarding_bayes.pdf, Experiment%201f19a/android_competitor_onboarding_bayes_new_users_only.pdf",NA,Sarah Molhan,Android,NA,NA,https://www.notion.so/Android-Comp-Onboarding-Experiment-9ce2165b972c46c49df0c800fd957a50,NA,"March 18, 2020 → April 1, 2020",Experiment%201f19a/Screen_Shot_2020-02-18_at_5.33.17_PM.png,Complete-2020,"Paul Heayn, Marissa Allen, Brian Bouchard, Nick Sal, Mike King","February 27, 2020 → March 4, 2020","Those in the treatment will see 4 additional screens at the beginning of onboarding.  These screens look to collect information about the user's past calorie-tracking, and give them information about why Lose It! is good. After these 4 new screens, users will be funneled into our traditional onboarding screens. On Android, users in the treatment will get these competitor onboarding screens, traditional onboarding, and longboarding. 

Since this experiment happens at the very beginning of onboarding, we must ship it with the builds. It cannot be configured remotely. We plan to max out this experiment at 10%; we think it's risky.",12.1.700,59216ef0-8616-480c-b292-13d780879461
